lat,lng,height
44.88829,-74.03410,373.37
44.92469,-74.02450,321.91
44.90319,-74.01200,373.14
44.88299,-74.06570,358.35
44.91529,-74.05590,318.33
44.91189,-74.01400,348.69
44.87859,-74.01660,391.26
44.89119,-74.04390,369.69
44.88959,-74.03979,370.10
44.92199,-74.04260,313.67
44.87399,-74.02000,396.58
44.90919,-74.02350,354.78
44.92279,-74.01800,326.75
44.89179,-74.05230,364.53
44.90339,-74.01970,364.75
44.92339,-74.06130,283.89
44.87419,-74.01210,398.16
44.87309,-74.04200,382.14
44.87619,-74.03870,383.26
44.88489,-74.07020,346.65
44.88149,-74.04100,378.67
44.90109,-74.02320,364.84
44.90889,-74.01630,356.21
44.88230,-74.03479,382.51
44.92039,-74.03580,320.81
44.92029,-74.06090,295.98
44.90549,-74.05580,343.71
44.92739,-74.02510,312.35
44.88069,-74.02640,383.28
44.91619,-74.06460,299.73
44.87919,-74.03700,385.34
44.91749,-74.05870,309.25
44.89129,-74.02480,365.61
44.92169,-74.02380,329.09
44.91119,-74.06409,315.58
44.88119,-74.01970,388.05
44.91919,-74.01839,335.30
44.90469,-74.01570,363.15
44.92199,-74.06679,285.70
44.87769,-74.02540,393.29
44.88019,-74.03190,386.08
44.88609,-74.05330,361.81
44.89679,-74.06540,346.21
44.89879,-74.02650,359.35
44.87619,-74.02900,393.26
44.90309,-74.02700,358.36
44.92329,-74.03680,315.45
44.90059,-74.01660,373.23
44.87739,-74.02110,392.27
44.91129,-74.02040,352.94
44.88539,-74.04919,368.86
44.91729,-74.01030,342.05
44.89909,-73.98550,365.97
44.95139,-73.98730,292.87
44.94409,-73.98250,305.39
44.89329,-73.97460,382.15
44.95069,-73.98250,298.77
44.90739,-73.99750,354.96
44.91319,-73.98350,342.35
44.93009,-73.98659,321.73
44.91469,-74.00830,348.68
44.93909,-73.98450,313.92
44.95389,-73.98030,297.50
44.90269,-74.00570,381.88
44.93799,-73.99020,312.38
44.92729,-73.98540,322.47
44.92789,-73.98930,318.12
44.89789,-73.97950,372.42
44.89429,-74.00429,372.60
44.93159,-73.98990,316.77
44.90949,-73.99460,349.98
44.91969,-73.99800,337.04
44.95269,-74.00600,270.60
44.90089,-74.00230,379.40
44.91679,-74.00510,341.81
44.92239,-73.99860,330.55
44.94639,-74.00580,281.31
44.94789,-73.98020,305.37
44.92609,-74.00629,320.55
44.89319,-73.97900,385.54
44.92179,-73.98189,329.42
44.94819,-73.99550,292.47
44.89549,-73.99480,376.27
44.92509,-74.00010,325.56
44.95329,-73.97460,304.69
44.91059,-73.98580,350.21
44.90079,-73.98080,363.82
44.94289,-74.00040,293.20
44.93779,-73.99880,303.17
44.90339,-73.99950,378.10
44.89589,-73.97629,379.30
44.94319,-73.98650,303.65
44.91759,-73.98370,339.22
44.92139,-73.98740,333.00
44.92889,-74.00590,307.24
44.89049,-73.99890,382.35
44.90609,-74.00100,365.47
44.94849,-73.99020,298.94
44.92489,-73.98949,319.25
44.92069,-74.00990,327.73
44.92349,-74.00780,326.33
44.89579,-73.98430,380.67
44.94709,-73.98500,300.38
44.89069,-74.00370,376.73
44.92989,-73.99840,307.26
44.94759,-74.00159,286.40
44.89419,-73.99920,378.11
44.89409,-73.96989,381.42
44.92769,-74.00190,313.39
44.90539,-73.99420,365.36
44.90259,-73.99280,368.64
44.89779,-74.00580,373.51
44.90809,-74.00370,349.30
44.92549,-74.01070,320.95
44.95159,-73.99360,288.35
44.90529,-74.00730,369.65
44.94059,-74.00470,294.41
44.93749,-74.00380,298.27
44.88199,-73.97210,409.44
44.86869,-73.97800,457.14
44.86659,-73.99010,443.60
44.86229,-73.98400,480.24
44.86379,-73.99000,450.67
44.86469,-73.97940,485.91
44.85989,-74.00310,443.34
44.86459,-73.93070,409.05
44.87929,-73.96910,420.43
44.86249,-73.95210,474.86
44.86559,-73.94520,458.87
44.87869,-74.00410,394.51
44.87889,-73.99540,401.16
44.87169,-73.97020,447.17
44.86339,-73.94260,452.01
44.86529,-73.95589,481.64
44.86199,-73.98000,491.26
44.86909,-74.00360,416.01
44.86869,-73.96190,460.08
44.86959,-73.98610,443.86
44.86979,-73.96550,452.92
44.86259,-73.97100,483.59
44.86729,-73.93300,408.24
44.87569,-74.00380,399.75
44.87609,-73.99540,411.47
44.88169,-73.99650,397.22
44.86759,-73.98330,453.30
44.86299,-73.94780,466.12
44.88399,-73.99400,395.75
44.86879,-73.92969,397.50
44.86489,-73.93920,432.44
44.87829,-73.99980,399.42
44.86289,-73.96250,480.86
44.87199,-73.96210,450.44
44.86669,-73.95210,476.27
44.86299,-74.00390,437.92
44.86239,-73.97530,486.79
44.86349,-73.99810,437.87
44.88159,-74.00320,391.35
44.87149,-73.98910,433.12
44.87079,-73.97430,446.67
44.86499,-73.92600,398.65
44.87479,-73.99900,407.27
44.88269,-73.96790,410.70
44.88329,-73.99980,390.30
44.86599,-74.00390,427.55
44.86909,-73.99350,434.43
44.87149,-73.93100,400.36
44.86619,-73.96390,467.42
44.87749,-73.96560,427.48
44.86299,-73.95830,481.03
44.87019,-73.93460,407.05
44.87589,-73.97880,432.68
44.86459,-73.98620,460.74
42.64479,-78.23029,526.31
42.65989,-78.24509,539.48
42.61369,-78.26459,566.61
42.60659,-78.24000,561.25
42.61649,-78.29480,578.04
42.61339,-78.27209,556.19
42.61629,-78.24789,561.60
42.62899,-78.27830,545.52
42.66289,-78.23430,545.33
42.61509,-78.24219,560.85
42.62049,-78.30070,566.44
42.60839,-78.24509,560.32
42.62239,-78.24350,559.57
42.59969,-78.30109,561.85
42.60359,-78.24000,557.47
42.61159,-78.24960,563.27
42.65719,-78.24540,536.89
42.60949,-78.25040,553.14
42.58819,-78.27300,556.40
42.66779,-78.21980,522.79
42.61579,-78.28529,579.03
42.61719,-78.24329,561.79
42.60129,-78.27300,556.05
42.61359,-78.29459,584.43
42.67019,-78.23240,538.22
42.60219,-78.24429,569.48
42.63269,-78.23530,550.02
42.59319,-78.28619,548.31
42.61669,-78.28970,593.38
42.66499,-78.26250,581.54
42.60219,-78.29190,573.21
42.59499,-78.27200,563.80
42.60009,-78.24480,563.07
42.59039,-78.27330,558.19
42.61059,-78.29240,588.31
42.60379,-78.29810,575.10
42.59079,-78.28860,538.35
42.65439,-78.25650,569.62
42.61239,-78.23170,570.03
42.61089,-78.27000,570.19
42.61909,-78.29500,580.24
42.64119,-78.23270,547.45
42.66439,-78.24410,546.96
42.60699,-78.29170,583.22
42.60479,-78.29100,576.40
42.61579,-78.29919,565.10
42.60139,-78.26520,542.63
42.60919,-78.24020,573.78
42.60119,-78.23980,552.23
42.64719,-78.24799,540.02
42.61059,-78.22800,559.97
42.61959,-78.28599,587.99
42.62059,-78.30620,552.51
42.64499,-78.24880,532.76
42.60159,-78.29780,570.83
42.61159,-78.26530,573.58
42.61169,-78.28730,574.97
42.66889,-78.23700,550.71
42.63019,-78.24290,553.89
42.61509,-78.22530,556.24
42.65699,-78.25629,573.76
42.62409,-78.25539,531.48
42.66699,-78.22480,526.15
42.60799,-78.27000,572.54
42.61389,-78.24680,564.05
42.60349,-78.26860,562.07
42.59279,-78.27200,559.01
42.65989,-78.24049,537.97
42.59469,-78.28899,548.96
42.65649,-78.23930,529.12
42.60929,-78.26459,559.84
42.65939,-78.25840,575.45
42.66449,-78.23850,546.35
42.66239,-78.26120,584.61
42.61589,-78.26530,551.82
42.60909,-78.28750,578.26
42.63219,-78.27769,548.36
42.60589,-78.26749,566.80
42.60429,-78.24530,561.47
42.61479,-78.23099,566.52
42.67009,-78.21690,536.71
42.67259,-78.21500,539.05
42.61389,-78.28820,584.85
42.60319,-78.27670,550.40
43.85437,-75.64101,387.54
43.82147,-75.53255,352.02
43.86073,-75.64856,387.67
43.82890,-75.54429,335.81
43.82062,-75.52561,349.20
43.84788,-75.60201,370.78
43.82614,-75.53917,346.53
43.84703,-75.56193,344.51
43.83248,-75.59673,406.45
43.85049,-75.62920,393.70
43.81213,-75.57840,425.08
43.86848,-75.65723,374.40
43.86803,-75.63744,367.35
43.85464,-75.61437,369.08
43.83888,-75.58366,346.16
43.81073,-75.57391,415.02
43.85674,-75.66797,388.59
43.84751,-75.62444,395.99
43.86914,-75.66226,368.99
43.83625,-75.57143,337.08
43.83432,-75.56282,335.47
43.85284,-75.63407,390.04
43.85412,-75.66433,393.91
43.84351,-75.56162,344.58
43.84155,-75.58849,351.51
43.83211,-75.55975,334.78
43.84396,-75.61613,396.48
42.77789,-78.28370,478.18
42.75199,-78.23659,531.64
42.75049,-78.23150,544.95
42.70909,-78.27360,532.26
42.77379,-78.28529,479.95
42.75249,-78.22500,524.26
42.74149,-78.26980,483.07
42.77999,-78.20370,500.57
42.75819,-78.22739,522.83
42.76719,-78.20530,511.00
42.74379,-78.20190,476.58
42.74426,-78.27088,471.99
42.71082,-78.24377,560.74
42.75799,-78.25650,467.14
42.72389,-78.27209,527.92
42.76099,-78.25390,481.33
42.71294,-78.24438,572.07
42.76959,-78.20679,514.27
42.73449,-78.25380,548.13
42.77209,-78.20930,510.27
42.71239,-78.23470,536.39
42.78019,-78.21540,493.98
42.70889,-78.26110,553.51
42.77279,-78.23119,499.90
42.72009,-78.23620,560.45
42.71869,-78.22220,537.24
42.74614,-78.27348,469.22
42.72996,-78.27093,517.71
42.77599,-78.21139,510.76
42.71659,-78.21950,530.42
42.75459,-78.23720,532.02
42.76349,-78.25550,465.29
42.70820,-78.24409,554.16
42.72639,-78.24400,568.91
42.76309,-78.22450,517.73
42.72999,-78.24120,555.57
42.77549,-78.28439,479.09
42.71089,-78.26390,566.68
42.71329,-78.26550,568.64
42.77829,-78.21260,504.10
42.75849,-78.20100,495.55
42.72629,-78.27209,521.62
42.76097,-78.22604,520.77
42.73156,-78.25299,554.44
42.75709,-78.23790,530.50
42.78219,-78.20380,495.39
42.76549,-78.22380,506.53
42.73539,-78.27119,493.11
42.74829,-78.26450,474.36
42.71379,-78.21230,545.95
42.77989,-78.28280,476.94
42.74689,-78.20610,493.25
42.77489,-78.23690,497.80
42.73268,-78.24249,542.17
42.75509,-78.22570,526.22
42.72519,-78.23640,555.89
42.73512,-78.24538,542.31
42.74919,-78.20950,492.41
43.70628,-75.60912,558.92
43.71360,-75.62405,569.29
43.72671,-75.62305,561.11
43.68655,-75.60981,560.24
43.70873,-75.61507,563.15
43.68944,-75.62279,553.17
43.70392,-75.60423,558.94
43.72183,-75.61678,558.40
43.68104,-75.60631,552.35
43.70043,-75.63043,558.41
43.73247,-75.62909,570.68
43.72318,-75.63594,553.76
43.69479,-75.62619,558.40
43.71211,-75.63315,567.85
43.70020,-75.59190,561.61
43.73673,-75.63283,560.37
43.69576,-75.58747,575.21
43.71727,-75.60910,562.41
43.70799,-75.62975,561.09
43.69185,-75.60504,558.85
42.58089,-79.10269,151.83
42.81533,-78.86599,144.63
42.82199,-78.87040,138.22
42.81374,-78.86491,145.24
42.81709,-78.86750,146.93
42.81859,-78.86800,140.88
42.82029,-78.86900,138.32
42.81229,-78.86400,143.36
42.82389,-78.87130,138.21
42.80189,-78.85910,150.86
42.80109,-78.85709,150.80
42.80489,-78.86100,140.57
42.82589,-78.87109,138.22
42.80639,-78.86179,138.78
42.80329,-78.86010,150.65
43.56519,-76.03700,145.35
42.68409,-78.24580,594.41
42.68199,-78.24590,596.73
42.68119,-78.24540,598.15
42.68039,-78.24480,597.84
42.68629,-78.24570,594.14
42.67959,-78.24419,593.97
42.67879,-78.24370,587.03
42.68559,-78.24519,594.34
42.68709,-78.24620,590.94
42.68279,-78.24650,595.20
42.88715,-76.96845,105.84
42.88625,-76.96765,106.57
42.48867,-78.28052,601.83
42.47355,-78.26498,594.98
42.43895,-78.25950,587.23
42.46488,-78.28548,608.59
42.46114,-78.28546,607.15
42.48706,-78.25523,568.13
42.51988,-78.30785,588.19
42.51625,-78.24123,595.63
42.48274,-78.25877,571.28
42.48368,-78.28287,607.60
42.49429,-78.28336,607.74
42.45502,-78.25508,594.64
42.45200,-78.25582,601.35
42.42820,-78.30202,611.97
42.42386,-78.29903,600.48
42.43981,-78.27473,609.15
42.51159,-78.24397,597.29
42.44369,-78.27602,607.42
42.51807,-78.26120,594.27
42.50130,-78.27698,607.75
42.47695,-78.29750,606.87
42.41369,-78.29380,579.86
42.45058,-78.27882,549.36
42.43192,-78.26791,565.32
42.39880,-78.28341,580.70
42.49612,-78.23045,570.74
42.46582,-78.29873,620.53
42.43210,-78.30068,612.36
42.49796,-78.27366,589.61
42.47234,-78.29967,620.59
42.43243,-78.23787,554.18
42.43605,-78.27146,595.36
42.51961,-78.24359,598.08
42.46875,-78.35584,580.41
42.41324,-78.42024,569.65
42.48835,-78.40556,563.50
42.45642,-78.35544,583.09
42.41133,-78.39758,561.54
42.45123,-78.32412,595.02
42.41761,-78.35181,554.93
42.44458,-78.44214,549.41
42.40744,-78.41200,578.64
42.45945,-78.32568,581.73
42.42001,-78.44682,564.95
42.45224,-78.35374,602.41
42.46092,-78.35236,576.73
42.44163,-78.36549,590.64
42.44550,-78.37415,565.39
42.41696,-78.42088,585.45
42.50075,-78.33560,576.94
42.47181,-78.36131,571.70
42.49616,-78.33903,575.78
42.42561,-78.42230,560.36
42.46358,-78.32349,564.26
42.40957,-78.43988,582.23
42.41633,-78.44669,574.74
42.46501,-78.35301,579.82
42.45536,-78.32414,594.37
42.50547,-78.33884,576.12
42.44685,-78.35475,587.62
42.49241,-78.33913,576.35
42.40637,-78.43371,575.24
42.48328,-78.40791,569.42
42.42070,-78.42209,586.55
42.41306,-78.44287,581.39
42.66356,-76.58204,309.65
42.55933,-79.11637,146.18
42.97779,-78.92906,144.73
42.97700,-78.93112,147.63
43.00055,-78.40324,221.77
42.35359,-74.04370,121.34
40.66324,-74.00880,-31.05
42.85839,-74.45950,250.60
42.95199,-74.56099,222.51
43.28290,-78.49397,71.06
42.97682,-75.44585,369.54
42.97472,-75.44889,362.40
42.39455,-77.56123,562.56
42.41154,-77.57517,551.88
42.44912,-77.58047,558.01
42.42976,-77.60445,580.33
42.44060,-77.58189,571.41
42.39649,-77.59459,552.99
42.43678,-77.56793,559.66
42.41035,-77.59195,561.92
42.39436,-77.57962,564.37
42.41074,-77.60202,502.04
42.43137,-77.56812,559.77
42.43595,-77.58362,582.60
42.38388,-77.57999,543.78
42.37295,-77.60056,519.42
42.40981,-77.58265,558.41
42.38998,-77.58053,555.61
42.41919,-77.57736,556.34
42.42517,-77.60441,569.62
42.39674,-77.57069,578.14
42.38436,-77.59617,537.27
42.42147,-77.58579,556.93
42.40246,-77.57550,554.62
42.38036,-77.57830,549.36
42.39020,-77.59480,551.09
42.37485,-77.59365,521.81
42.42549,-77.58437,552.22
42.52521,-78.37550,551.99
42.74082,-78.18793,448.31
42.53538,-78.31148,564.04
42.52523,-78.31312,582.07
42.52961,-78.34549,563.39
42.52868,-78.31538,579.16
42.52625,-78.34879,571.63
