lat,lng,height
44.86889,-73.94020,431.82
44.94149,-73.92000,343.39
44.88519,-73.97130,404.10
44.97389,-73.94020,297.99
44.92909,-73.95430,347.40
44.95469,-73.96519,313.03
44.94899,-73.94610,327.68
44.88569,-73.97829,398.49
44.97619,-73.92950,295.79
44.87289,-73.93950,419.06
44.88759,-73.95029,391.03
44.93319,-73.94680,352.68
44.88649,-73.92450,370.75
44.89559,-73.91340,369.65
44.98829,-73.91379,279.98
44.88239,-73.97829,405.32
44.89609,-73.90750,359.91
44.92129,-73.92409,363.62
44.98669,-73.92400,276.97
44.99789,-73.92220,268.31
44.88429,-73.94050,392.05
44.92189,-73.96400,342.62
44.87959,-73.95820,428.30
44.96119,-73.97150,299.39
44.99579,-73.90350,291.86
44.98139,-73.96170,275.37
44.92359,-73.92320,362.59
44.93159,-73.93630,363.08
44.99849,-73.91270,280.92
44.91059,-73.95080,365.88
44.99559,-73.91180,287.43
44.92649,-73.92340,361.98
44.97339,-73.96840,288.07
44.97989,-73.92780,287.30
42.17796,-77.49923,671.02
42.17532,-77.49757,669.50
42.17951,-77.52058,646.90
42.17287,-77.49583,661.09
42.17688,-77.50867,669.12
42.18377,-77.51244,644.31
42.18143,-77.49543,646.92
42.18268,-77.50552,650.49
42.16994,-77.49583,658.61
42.17285,-77.51466,641.50
42.90249,-75.57470,436.66
42.95299,-75.56260,440.79
42.91799,-75.56370,470.39
42.92449,-75.53560,435.02
42.94739,-75.54100,484.01
42.91589,-75.56670,459.58
42.92819,-75.53580,446.99
42.95069,-75.53700,503.09
42.89749,-75.57570,435.74
42.94859,-75.56210,429.93
42.90459,-75.56540,446.02
42.89749,-75.57040,449.63
42.89999,-75.56890,457.24
42.95139,-75.54260,487.29
42.93959,-75.56340,452.63
42.94259,-75.56690,473.10
42.91899,-75.57010,441.50
42.91269,-75.56260,470.10
42.95399,-75.53979,483.47
42.94629,-75.56630,459.11
42.92959,-75.54110,449.19
42.90849,-75.56980,451.72
42.91559,-75.57390,445.72
42.65802,-78.95743,192.84
42.33912,-79.58680,159.36
42.26545,-79.74048,167.25
42.46044,-79.30969,180.95
44.82369,-73.63940,334.90
44.80939,-73.64550,385.66
44.81409,-73.63890,367.09
44.82079,-73.63720,336.87
44.84209,-73.63800,306.07
44.80169,-73.62960,386.98
44.81129,-73.63869,383.86
44.82959,-73.66070,347.22
44.80769,-73.62820,355.21
44.81429,-73.65850,346.77
44.81259,-73.64570,383.31
44.83799,-73.67190,280.99
44.83149,-73.66830,309.64
44.82879,-73.66530,325.41
44.82159,-73.65090,377.84
44.83749,-73.65970,309.65
44.80669,-73.64410,391.64
44.81079,-73.65200,368.44
44.82829,-73.67990,296.51
44.81329,-73.64950,374.19
44.83039,-73.64840,338.00
44.84359,-73.63470,299.75
44.81549,-73.65380,368.31
44.81349,-73.63460,353.06
44.84199,-73.66970,266.96
44.83959,-73.63969,301.51
44.80459,-73.64140,398.31
44.83939,-73.63430,286.79
44.82939,-73.67590,307.58
44.83079,-73.65690,349.47
44.80879,-73.65570,351.63
44.83589,-73.67560,287.62
44.82169,-73.64210,352.73
44.81799,-73.65580,365.18
44.82379,-73.67170,318.93
44.83359,-73.65750,333.78
44.81499,-73.64280,382.46
44.81879,-73.63980,354.20
44.80569,-73.64970,369.20
44.80649,-73.63840,399.45
44.82729,-73.65230,364.78
44.82159,-73.64640,364.15
44.81809,-73.64370,367.86
44.81609,-73.63610,350.36
44.82789,-73.64190,324.15
44.80869,-73.66070,349.03
44.81709,-73.65950,354.63
44.81539,-73.64680,382.53
44.80459,-73.63080,383.75
44.81989,-73.66820,327.26
44.80899,-73.64100,396.69
44.83849,-73.66590,283.57
44.80439,-73.62690,371.31
44.80409,-73.64590,389.32
44.81049,-73.63060,356.72
44.82429,-73.64700,363.90
44.83089,-73.64410,322.55
44.81719,-73.66710,338.37
44.82449,-73.65130,378.38
44.82769,-73.63660,302.14
44.80539,-73.65940,359.44
44.82729,-73.64799,353.43
44.83169,-73.65190,337.95
44.81119,-73.65780,345.64
44.81799,-73.64840,373.62
42.54129,-78.29160,549.62
42.57139,-78.24309,566.35
42.55919,-78.25410,559.89
42.56409,-78.24100,575.80
42.56499,-78.23520,570.94
42.56209,-78.23160,574.87
42.52879,-78.25320,600.66
42.54429,-78.24689,589.31
42.54079,-78.22770,543.89
42.54129,-78.30440,547.74
42.56169,-78.26910,510.69
42.53439,-78.26080,575.86
42.55009,-78.23869,579.19
42.52539,-78.30340,557.09
42.54489,-78.27879,556.74
42.54089,-78.21699,559.03
42.53109,-78.25610,599.82
42.57219,-78.23679,566.38
42.53619,-78.24360,582.90
42.54829,-78.27900,544.43
42.52889,-78.30540,553.84
42.55099,-78.24709,553.94
42.54659,-78.24120,577.38
42.57139,-78.25349,530.53
42.52679,-78.27710,607.99
42.52919,-78.27959,598.34
42.52539,-78.23070,538.33
42.55609,-78.27570,522.88
42.53449,-78.25570,594.03
42.53759,-78.30510,554.45
42.53729,-78.25339,583.79
42.54079,-78.28480,556.82
42.53659,-78.25840,584.66
42.52529,-78.28740,578.57
42.55699,-78.26720,534.61
42.52769,-78.28290,592.37
42.54949,-78.28260,532.00
42.52499,-78.28370,594.51
42.52909,-78.27470,590.52
42.54279,-78.28140,559.46
42.54129,-78.24730,588.56
42.57429,-78.24200,556.34
42.55889,-78.25950,551.67
42.54019,-78.23910,564.88
42.56659,-78.23029,564.33
42.53799,-78.21719,536.68
42.56039,-78.24580,573.46
42.56359,-78.25470,556.93
42.52859,-78.28879,558.71
42.53809,-78.28889,554.32
42.57479,-78.23810,571.28
42.54159,-78.24260,584.94
42.56119,-78.25670,560.15
42.53659,-78.22800,530.64
42.53429,-78.30500,551.49
42.56599,-78.25770,526.80
42.52479,-78.28000,606.18
42.55269,-78.27900,529.66
42.54519,-78.23180,569.00
42.56329,-78.26180,548.70
42.54799,-78.23309,575.22
42.52299,-78.25490,594.23
42.52869,-78.25960,590.91
42.55189,-78.23440,579.15
42.56009,-78.23970,566.86
42.53589,-78.23800,567.20
42.52319,-78.23540,565.08
44.91849,-74.04520,318.14
44.89979,-74.06620,339.52
44.92569,-74.04180,302.06
44.91429,-74.06110,312.28
44.87499,-74.03370,391.38
44.88859,-74.02760,371.97
44.89009,-74.02020,370.06
44.91249,-74.06780,307.16
44.88109,-74.00890,390.73
44.87319,-74.02590,394.97
44.88129,-74.01410,390.83
44.91899,-74.06589,291.71
44.88619,-74.03670,376.15
44.89809,-74.02130,361.59
44.91849,-74.02290,335.05
44.89169,-74.02970,368.84
44.87739,-74.00920,393.50
44.91189,-74.05800,324.97
44.91479,-74.04449,333.15
44.89759,-74.01600,368.74
